v	j	prob
TRBV29-1	TRBJ2-3	0.0027249950193895017
TRBV24-1	TRBJ1-1	0.0010954555398098788
TRBV29-1	TRBJ2-2	0.001598880756983666
TRBV29-1	TRBJ2-1	0.0036990384597069075
TRBV22-1	TRBJ2-6	1.1256739252527219E-7
TRBV22-1	TRBJ2-7	9.005391402021775E-7
TRBV22-1	TRBJ2-4	8.608094722520815E-8
TRBV22-1	TRBJ2-5	3.079049266132445E-7
TRBV11-1	TRBJ1-6	1.1268823693195385E-4
TRBV11-1	TRBJ1-5	1.1258383619339604E-4
TRBV3-2	TRBJ2-4	2.602400300114379E-4
TRBV3-2	TRBJ2-5	0.0015852139719292118
TRBV3-2	TRBJ2-6	2.712560736923007E-4
TRBV3-2	TRBJ2-7	0.002721244097294259
TRBV27	TRBJ2-5	0.0024565132904821943
TRBV3-2	TRBJ2-1	0.0021053094266942937
TRBV27	TRBJ2-6	7.261204902520069E-4
TRBV3-2	TRBJ2-2	0.0010947655679098135
TRBV27	TRBJ2-3	0.003405999823039646
TRBV3-2	TRBJ2-3	0.0016259725279190276
TRBV27	TRBJ2-4	4.676663088149257E-4
TRBV27	TRBJ2-7	0.007891419740103559
TRBV6-6	TRBJ1-6	8.417009366505378E-4
TRBV6-6	TRBJ1-2	0.0024889392107806142
TRBV6-6	TRBJ1-3	8.416054750872686E-4
TRBV6-6	TRBJ1-4	9.555898372560031E-4
TRBV6-6	TRBJ1-5	0.002081599754103377
TRBV6-6	TRBJ1-1	0.0027681850310578653
TRBV7-9	TRBJ1-6	9.830763114064259E-4
TRBV7-9	TRBJ1-4	0.0018230155683639452
TRBV7-9	TRBJ1-5	0.0018663608568178778
TRBV7-9	TRBJ1-2	0.00405425038482984
TRBV7-9	TRBJ1-3	0.0011541401219787772
TRBV7-9	TRBJ1-1	0.0051519815517317435
TRBV14	TRBJ1-6	3.358045341302557E-4
TRBV14	TRBJ1-1	0.0012717123490638747
TRBV14	TRBJ1-5	2.2866222776356902E-4
TRBV14	TRBJ1-4	3.6188419177458615E-4
TRBV14	TRBJ1-3	2.9636864500261277E-4
TRBV14	TRBJ1-2	0.0011292159355106625
TRBV5-1	TRBJ2-2	0.004851405865973789
TRBV5-1	TRBJ2-1	0.0085582775263379
TRBV26	TRBJ1-3	1.4567544915035224E-7
TRBV5-1	TRBJ2-4	6.821054258125493E-4
TRBV5-1	TRBJ2-3	0.00732393948289572
TRBV26	TRBJ1-4	1.721618944504163E-7
TRBV26	TRBJ1-1	3.1783734360076854E-7
TRBV5-1	TRBJ2-6	0.0011852696411399426
TRBV5-1	TRBJ2-5	0.0065765502115274835
TRBV26	TRBJ1-2	5.39661322988805E-7
TRBV5-1	TRBJ2-7	0.010236658618031875
TRBV6-4	TRBJ2-2	8.27237351033306E-4
TRBV6-4	TRBJ2-1	0.001459993342322967
TRBV6-4	TRBJ2-6	2.1146921395816522E-4
TRBV6-4	TRBJ2-5	2.7027127454798774E-4
TRBV6-4	TRBJ2-4	6.129106910680205E-5
TRBV6-4	TRBJ2-3	0.0013597125703316395
TRBV6-4	TRBJ2-7	5.354717743233723E-4
TRBV5-6	TRBJ2-5	7.799991437079379E-4
TRBV5-6	TRBJ2-4	1.3525325364515463E-4
TRBV5-6	TRBJ2-3	7.87387390477472E-4
TRBV5-6	TRBJ2-2	5.328934844136946E-4
TRBV5-6	TRBJ2-1	9.840130302951758E-4
TRBV7-4	TRBJ1-1	6.27604156958418E-4
TRBV7-4	TRBJ1-2	3.010874259531963E-4
TRBV7-4	TRBJ1-3	7.613341089182543E-5
TRBV7-4	TRBJ1-4	5.5258229388768626E-5
TRBV5-6	TRBJ2-7	0.00171856345713833
TRBV7-4	TRBJ1-5	1.3060333745235092E-4
TRBV5-6	TRBJ2-6	1.583737499750651E-4
TRBV7-4	TRBJ1-6	1.1740403815744151E-4
TRBV12-5	TRBJ1-6	1.1236212257419669E-4
TRBV12-5	TRBJ1-4	1.393794003821495E-4
TRBV12-5	TRBJ1-5	3.9233047100719866E-4
TRBV12-5	TRBJ1-2	4.6038739220571325E-4
TRBV12-5	TRBJ1-3	1.5258620416989393E-4
TRBV12-5	TRBJ1-1	6.980281938454379E-4
TRBV29-1	TRBJ2-2P	3.3108056625080056E-9
TRBV4-1	TRBJ1-5	0.0013622240371470276
TRBV4-1	TRBJ1-6	5.992450096154512E-4
TRBV4-1	TRBJ1-1	0.0020887878442772444
TRBV4-1	TRBJ1-2	0.0020311958279769743
TRBV4-1	TRBJ1-3	6.453086902386804E-4
TRBV4-1	TRBJ1-4	9.579454203047813E-4
TRBV12-4	TRBJ1-2	0.0027912572631985603
TRBV12-4	TRBJ1-1	0.003138640567612116
TRBV12-4	TRBJ1-4	9.721695243124269E-4
TRBV12-4	TRBJ1-3	8.812064630572846E-4
TRBV12-4	TRBJ1-6	7.499870950313282E-4
TRBV12-4	TRBJ1-5	0.0022253558188509823
TRBV3-1	TRBJ1-6	5.815811992448387E-4
TRBV6-5	TRBJ1-1	0.0035734725682501534
TRBV6-5	TRBJ1-2	0.003283015753018617
TRBV6-5	TRBJ1-3	9.94095445172575E-4
TRBV6-5	TRBJ1-4	0.0011070281851027067
TRBV6-5	TRBJ1-5	0.0022691258836714154
TRBV26	TRBJ1-5	3.1452653793826055E-7
TRBV6-5	TRBJ1-6	0.0010440435837194369
TRBV26	TRBJ1-6	1.3243222650032024E-7
TRBV14	TRBJ2-2P	3.3108056625080056E-9
TRBV3-1	TRBJ1-1	0.0020191386462754418
TRBV3-1	TRBJ1-2	0.00190837442887416
TRBV3-1	TRBJ1-3	6.460929097399397E-4
TRBV3-1	TRBJ1-4	6.845014558705062E-4
TRBV3-1	TRBJ1-5	9.316685490031553E-4
TRBV19	TRBJ2-2	0.0031480491047836423
TRBV19	TRBJ2-3	0.0036450659265170786
TRBV19	TRBJ2-1	0.005431144270786874
TRBV19	TRBJ2-6	0.0010235055525930103
TRBV19	TRBJ2-7	0.006811803756744258
TRBV19	TRBJ2-4	6.520633959513292E-4
TRBV19	TRBJ2-5	0.0029613048771528977
TRBV6-5	TRBJ2-6	4.7484517471635315E-4
TRBV6-5	TRBJ2-7	0.004682820883190989
TRBV7-8	TRBJ2-2P	1.1036018875026685E-9
TRBV6-5	TRBJ2-1	0.0029783230712226386
TRBV6-5	TRBJ2-2	0.0016140027514869857
TRBV6-5	TRBJ2-3	0.002185049629274858
TRBV6-5	TRBJ2-4	3.560038698374054E-4
TRBV4-2	TRBJ2-2	9.10377751029267E-4
TRBV6-5	TRBJ2-5	0.0018193652303840676
TRBV4-2	TRBJ2-1	0.0017466742020897875
TRBV4-2	TRBJ2-4	1.7647157018130304E-4
TRBV4-2	TRBJ2-3	0.0013607502871864601
TRBV4-2	TRBJ2-6	2.6315971916501465E-4
TRBV4-2	TRBJ2-5	8.820858314346125E-4
TRBV4-2	TRBJ2-7	0.0019967089495470185
TRBV21-1	TRBJ1-6	1.5420242913414165E-4
TRBV10-1	TRBJ2-4	7.778075742930059E-5
TRBV10-1	TRBJ2-3	7.106011990691894E-4
TRBV10-1	TRBJ2-2	4.97718050372756E-4
TRBV10-1	TRBJ2-1	8.725289517760391E-4
TRBV21-1	TRBJ1-1	5.40598501711672E-4
TRBV21-1	TRBJ1-3	1.4837110712076628E-4
TRBV21-1	TRBJ1-2	4.93420845343198E-4
TRBV21-1	TRBJ1-5	5.116907538704269E-4
TRBV21-1	TRBJ1-4	2.0062963621911392E-4
TRBV12-1	TRBJ2-7	6.236012825522585E-5
TRBV12-1	TRBJ2-3	2.7324410213244793E-5
TRBV12-1	TRBJ2-4	6.009332997829533E-6
TRBV12-1	TRBJ2-5	2.3513121094754348E-5
TRBV12-1	TRBJ2-6	4.966649934517012E-6
TRBV27	TRBJ2-2P	6.621611325016011E-9
TRBV2	TRBJ2-6	6.608482876962275E-4
TRBV2	TRBJ2-7	0.0061847278940093805
TRBV2	TRBJ2-2	0.0026103717269080015
TRBV2	TRBJ2-3	0.003550017551794776
TRBV2	TRBJ2-4	6.102390916187528E-4
TRBV2	TRBJ2-5	0.0034100560014169723
TRBV2	TRBJ2-1	0.004500408375738847
TRBV8-2	TRBJ2-3	3.972966795009607E-8
TRBV8-2	TRBJ2-4	6.621611325016011E-9
TRBV8-2	TRBJ2-5	1.3905383782533624E-7
TRBV8-2	TRBJ2-6	1.258106151753042E-7
TRBV8-2	TRBJ2-1	6.621611325016012E-8
TRBV8-2	TRBJ2-2	9.932416987524016E-8
TRBV8-2	TRBJ2-7	7.283772457517612E-8
TRBV11-3	TRBJ2-2	9.12432437023423E-4
TRBV11-3	TRBJ2-3	0.0012125959274764053
TRBV11-3	TRBJ2-4	1.501653430694685E-4
TRBV11-3	TRBJ2-5	0.001107091163983757
TRBV3-1	TRBJ2-2P	1.6554028312540028E-9
TRBV11-3	TRBJ2-6	1.71653317913926E-4
TRBV11-3	TRBJ2-7	0.0023326798884485507
TRBV15	TRBJ1-1	0.0015314893077233156
TRBV23-1	TRBJ1-2	2.056579774991423E-4
TRBV15	TRBJ1-2	0.001439080859076111
TRBV23-1	TRBJ1-3	6.564709611696376E-5
TRBV15	TRBJ1-3	4.999349658443713E-4
TRBV15	TRBJ1-4	8.092701605038193E-4
TRBV23-1	TRBJ1-1	2.2117230247346606E-4
TRBV7-3	TRBJ1-3	1.50033793724478E-4
TRBV15	TRBJ1-5	0.001305440740309919
TRBV23-1	TRBJ1-6	6.890382528698411E-5
TRBV7-3	TRBJ1-2	5.685935707919514E-4
TRBV30	TRBJ2-7	0.004099646165590753
TRBV15	TRBJ1-6	3.858710891596455E-4
TRBV7-3	TRBJ1-1	0.0011538435841516072
TRBV23-1	TRBJ1-4	8.63690976780351E-5
TRBV23-1	TRBJ1-5	2.2254783186604932E-4
TRBV9	TRBJ2-2	0.0032797678526636917
TRBV5-7	TRBJ2-5	7.089921291238455E-4
TRBV30	TRBJ2-4	3.644865953855063E-4
TRBV7-3	TRBJ1-6	2.293838730378068E-4
TRBV5-7	TRBJ2-6	1.3400301985353242E-4
TRBV9	TRBJ2-1	0.005815781422676102
TRBV30	TRBJ2-3	0.002299280591285347
TRBV5-7	TRBJ2-7	0.0015466505352737347
TRBV7-3	TRBJ1-5	2.1254975056621907E-4
TRBV30	TRBJ2-6	4.795514389821971E-4
TRBV7-3	TRBJ1-4	1.0345296525676524E-4
TRBV30	TRBJ2-5	0.002019669809863896
TRBV5-7	TRBJ2-1	8.928588803732122E-4
TRBV18	TRBJ2-6	4.645556965348108E-4
TRBV5-7	TRBJ2-2	4.6708857322681784E-4
TRBV18	TRBJ2-5	0.0022541483506551712
TRBV5-7	TRBJ2-3	7.111811418610716E-4
TRBV30	TRBJ2-2	0.001575807752321648
TRBV5-7	TRBJ2-4	1.2421414468484292E-4
TRBV18	TRBJ2-7	0.004369575378733707
TRBV30	TRBJ2-1	0.0028825297744229576
TRBV18	TRBJ2-2	0.0015607773567749943
TRBV18	TRBJ2-1	0.0026343717571555214
TRBV18	TRBJ2-4	2.9233553190473435E-4
TRBV18	TRBJ2-3	0.002106014076499463
TRBV9	TRBJ2-6	6.737023803207264E-4
TRBV9	TRBJ2-5	0.003272748392858231
TRBV9	TRBJ2-4	3.649128064344599E-4
TRBV9	TRBJ2-3	0.004739813395355935
TRBV9	TRBJ2-7	0.0051252524243766235
TRBV7-6	TRBJ1-2	0.001415561888891353
TRBV7-6	TRBJ1-1	0.001970610181196664
TRBV7-6	TRBJ1-4	8.655015460369875E-4
TRBV7-6	TRBJ1-3	5.805652233472035E-4
TRBV7-6	TRBJ1-6	4.709779973589438E-4
TRBV7-6	TRBJ1-5	8.197287748713045E-4
TRBV10-1	TRBJ2-7	9.984747581825624E-4
TRBV10-1	TRBJ2-6	5.5944559402606545E-5
TRBV10-1	TRBJ2-5	4.1515483416396267E-4
TRBV11-3	TRBJ2-1	0.0018355830739716396
TRBV5-4	TRBJ2-6	2.651752272921605E-4
TRBV5-4	TRBJ2-7	0.002401141849933138
TRBV5-4	TRBJ2-4	1.926803918234323E-4
TRBV5-4	TRBJ2-5	0.001462389280414101
TRBV5-4	TRBJ2-2	9.951537993826895E-4
TRBV5-4	TRBJ2-3	0.0015577226971105786
TRBV5-4	TRBJ2-1	0.0018169084194521576
TRBV4-3	TRBJ1-2	0.002128808752765453
TRBV4-3	TRBJ1-1	0.002104843485977388
TRBV11-2	TRBJ1-4	5.800058075504268E-4
TRBV11-2	TRBJ1-5	5.632140633913184E-4
TRBV11-2	TRBJ1-6	4.485730029194296E-4
TRBV4-3	TRBJ1-4	9.643229148922819E-4
TRBV4-3	TRBJ1-3	6.620356529669918E-4
TRBV4-3	TRBJ1-6	6.198862275183576E-4
TRBV17	TRBJ1-2	5.098640720262329E-7
TRBV17	TRBJ1-1	6.273976730452671E-7
TRBV4-3	TRBJ1-5	0.0012567383475736709
TRBV10-2	TRBJ1-4	1.715798548149474E-4
TRBV10-2	TRBJ1-3	1.4240580783824808E-4
TRBV10-2	TRBJ1-2	4.8668567338395785E-4
TRBV10-2	TRBJ1-1	6.461894749050961E-4
TRBV7-1	TRBJ1-1	2.3649084847294663E-6
TRBV17	TRBJ1-4	2.781076756506725E-7
TRBV17	TRBJ1-3	8.939175288771615E-8
TRBV17	TRBJ1-6	1.1918900385028821E-7
TRBV17	TRBJ1-5	4.1274710592599804E-7
TRBV12-2	TRBJ1-3	2.0063482314798513E-5
TRBV12-2	TRBJ1-4	2.78951931094612E-5
TRBV12-2	TRBJ1-5	6.766734973222613E-5
TRBV12-2	TRBJ1-6	2.13392460967516E-5
TRBV7-1	TRBJ1-5	2.581986976001242E-6
TRBV7-1	TRBJ1-4	1.3116308432969213E-6
TRBV7-1	TRBJ1-3	1.5824547464900755E-6
TRBV7-1	TRBJ1-2	2.889450461859486E-6
TRBV7-2	TRBJ2-2P	1.1036018875026685E-9
TRBV7-1	TRBJ1-6	1.181185100194106E-6
TRBV12-2	TRBJ1-1	6.924792835550744E-5
TRBV12-2	TRBJ1-2	6.795395514241058E-5
TRBV25-1	TRBJ1-1	0.0013379535140768807
TRBV28	TRBJ1-6	0.0012819532227789552
TRBV28	TRBJ1-5	0.005082509923273646
TRBV28	TRBJ1-4	0.002352999627121616
TRBV28	TRBJ1-3	0.00155487352811761
TRBV6-3	TRBJ1-6	5.793028131480889E-4
TRBV6-3	TRBJ1-5	0.00161242162106276
TRBV6-3	TRBJ1-4	5.69846931455588E-4
TRBV6-3	TRBJ1-3	5.016672897271835E-4
TRBV6-3	TRBJ1-2	0.001736443739019177
TRBV6-3	TRBJ1-1	0.001973824752774584
TRBV10-2	TRBJ1-6	1.540227627468562E-4
TRBV18	TRBJ2-2P	3.3108056625080056E-9
TRBV10-2	TRBJ1-5	4.33429929620063E-4
TRBV25-1	TRBJ1-6	4.0824187194064593E-4
TRBV25-1	TRBJ1-2	0.0012579878456307023
TRBV25-1	TRBJ1-3	3.5544268827761066E-4
TRBV9	TRBJ2-2P	3.3108056625080056E-9
TRBV25-1	TRBJ1-4	5.734973154188816E-4
TRBV25-1	TRBJ1-5	4.6110694063636483E-4
TRBV6-7	TRBJ2-1	4.261084139779928E-5
TRBV6-7	TRBJ2-2	2.405432746038566E-5
TRBV6-7	TRBJ2-3	3.130190177599318E-5
TRBV6-7	TRBJ2-4	7.901789514519108E-6
TRBV6-7	TRBJ2-5	2.897451575543879E-5
TRBV6-7	TRBJ2-6	7.307610258287673E-6
TRBV6-7	TRBJ2-7	7.421137784455076E-5
TRBV5-8	TRBJ1-1	0.001738004894249241
TRBV5-8	TRBJ1-2	0.0016731541572542984
TRBV5-8	TRBJ1-3	4.238488994735192E-4
TRBV5-8	TRBJ1-4	5.656270889183441E-4
TRBV5-8	TRBJ1-5	5.856105600962988E-4
TRBV5-8	TRBJ1-6	4.422141592038277E-4
TRBV28	TRBJ1-2	0.006520451975562041
TRBV28	TRBJ1-1	0.005603936101194678
TRBV7-2	TRBJ2-7	0.004698129873837473
TRBV7-2	TRBJ2-6	3.5171240353766206E-4
TRBV7-2	TRBJ2-5	0.0022953774457030907
TRBV7-2	TRBJ2-4	3.526345732748597E-4
TRBV7-2	TRBJ2-3	0.0025059115042085165
TRBV7-2	TRBJ2-2	0.0015460670057757197
TRBV7-2	TRBJ2-1	0.003123378489242551
TRBV7-7	TRBJ2-2	6.721244503419747E-4
TRBV12-1	TRBJ2-1	3.9582668178680674E-5
TRBV7-7	TRBJ2-1	0.0010226871214332389
TRBV12-1	TRBJ2-2	1.951223317199092E-5
TRBV6-2	TRBJ2-3	0.0013620055239733039
TRBV6-2	TRBJ2-4	2.2331676648116685E-4
TRBV7-7	TRBJ2-7	9.988646607294173E-4
TRBV6-2	TRBJ2-1	0.0019005650200343092
TRBV6-2	TRBJ2-2	9.26717901296006E-4
TRBV6-2	TRBJ2-7	0.002875111040651281
TRBV7-7	TRBJ2-4	3.402680519642602E-5
TRBV7-7	TRBJ2-3	6.963568991470037E-4
TRBV6-2	TRBJ2-5	0.0011602375316039156
TRBV7-7	TRBJ2-6	1.0121011514079352E-4
TRBV6-2	TRBJ2-6	2.6091612411776905E-4
TRBV7-7	TRBJ2-5	8.987921384142611E-4
TRBV5-3	TRBJ1-1	1.3130202780732892E-4
TRBV6-8	TRBJ1-1	0.0018918373408505931
TRBV11-2	TRBJ1-1	0.0019320304664133521
TRBV6-8	TRBJ1-3	5.010291871158297E-4
TRBV11-2	TRBJ1-2	0.0013849452135273144
TRBV6-8	TRBJ1-2	0.001791609376209584
TRBV11-2	TRBJ1-3	5.345121373020928E-4
TRBV5-3	TRBJ1-4	5.944761251391745E-5
TRBV5-3	TRBJ1-5	1.4020224594947164E-4
TRBV5-3	TRBJ1-2	1.2578567377264686E-4
TRBV5-3	TRBJ1-3	4.173127069345961E-5
TRBV6-8	TRBJ1-5	0.0010648837810426587
TRBV6-8	TRBJ1-4	5.381169976875275E-4
TRBV5-3	TRBJ1-6	4.32837074686096E-5
TRBV6-8	TRBJ1-6	5.54874806088595E-4
