v	j	prob
TRBV12-3	TRBJ2-4	3.5364621841345843E-4
TRBV29-1	TRBJ2-6	3.951037138572076E-4
TRBV12-3	TRBJ2-3	0.001444095045246813
TRBV29-1	TRBJ2-5	0.0016707642285373762
TRBV24-1	TRBJ1-2	0.004239430808405871
TRBV29-1	TRBJ2-4	4.6453319815835766E-4
TRBV24-1	TRBJ1-1	0.004665600984694489
TRBV29-1	TRBJ2-3	0.0016311477235489056
TRBV29-1	TRBJ2-2	0.001317947964837364
TRBV29-1	TRBJ2-1	0.002528982672497234
TRBV22-1	TRBJ2-6	2.655855083025953E-6
TRBV22-1	TRBJ2-7	1.0452399360848354E-5
TRBV22-1	TRBJ2-4	1.0261258275327547E-6
TRBV22-1	TRBJ2-5	3.556230196400282E-6
TRBV11-1	TRBJ1-6	3.0668939273813234E-4
TRBV11-1	TRBJ1-5	0.0010026894154336206
TRBV3-2	TRBJ2-4	4.205048551143535E-4
TRBV3-2	TRBJ2-5	0.0017070337525178026
TRBV3-2	TRBJ2-6	2.748342218275198E-4
TRBV3-2	TRBJ2-7	0.003646042362457939
TRBV27	TRBJ2-5	0.004022558863255401
TRBV3-2	TRBJ2-1	0.0024120455743927424
TRBV27	TRBJ2-6	8.034459598981579E-4
TRBV3-2	TRBJ2-2	0.001169061634288067
TRBV27	TRBJ2-3	0.004113884816410108
TRBV3-2	TRBJ2-3	0.0018809857214188656
TRBV27	TRBJ2-4	0.0010457026987129364
TRBV27	TRBJ2-7	0.009952635339608537
TRBV4-3	TRBJ2-2P	7.54504284950555E-9
TRBV6-6	TRBJ1-6	5.734468976966842E-4
TRBV6-6	TRBJ1-2	0.0014920855417925223
TRBV6-6	TRBJ1-3	5.290453265330572E-4
TRBV6-6	TRBJ1-4	7.042208498828833E-4
TRBV6-6	TRBJ1-5	0.0016749809014845326
TRBV6-6	TRBJ1-1	0.0016169796420861012
TRBV7-9	TRBJ1-6	8.098371141945458E-4
TRBV7-9	TRBJ1-4	0.0010875696384819885
TRBV7-9	TRBJ1-5	0.0026400431882276677
TRBV7-9	TRBJ1-2	0.0026559506535687094
TRBV7-9	TRBJ1-3	7.66118117907371E-4
TRBV7-9	TRBJ1-1	0.002813425254892165
TRBV14	TRBJ1-6	5.44741027671455E-4
TRBV14	TRBJ1-1	0.0018647578432581524
TRBV14	TRBJ1-5	0.0018184871134792743
TRBV14	TRBJ1-4	7.442415176666578E-4
TRBV14	TRBJ1-3	5.31780656067431E-4
TRBV14	TRBJ1-2	0.0017374699523698533
TRBV5-1	TRBJ2-2	0.002837358633813659
TRBV5-1	TRBJ2-1	0.005708787663118547
TRBV26	TRBJ1-3	2.273572911984339E-7
TRBV5-1	TRBJ2-4	0.0010247752648626933
TRBV26	TRBJ1-4	1.6599094268912207E-7
TRBV5-1	TRBJ2-3	0.004086843382837468
TRBV5-1	TRBJ2-6	7.44961817757357E-4
TRBV26	TRBJ1-1	2.967716854138849E-7
TRBV26	TRBJ1-2	1.0839711560456306E-6
TRBV5-1	TRBJ2-5	0.00388286365240394
TRBV5-1	TRBJ2-7	0.008669550502764432
TRBV6-4	TRBJ2-2	0.001604604765807199
TRBV6-4	TRBJ2-1	0.0033728945415410915
TRBV6-4	TRBJ2-6	3.9112999128980213E-4
TRBV6-4	TRBJ2-5	0.002273138652851443
TRBV6-4	TRBJ2-4	5.772581503413978E-4
TRBV6-4	TRBJ2-3	0.002498838717304883
TRBV6-4	TRBJ2-7	0.00547439470329677
TRBV5-6	TRBJ2-5	6.621141454188368E-4
TRBV5-6	TRBJ2-4	1.8161521742187812E-4
TRBV5-6	TRBJ2-3	6.588135245074165E-4
TRBV5-6	TRBJ2-2	4.827308355056522E-4
TRBV5-6	TRBJ2-1	9.417881768990765E-4
TRBV7-4	TRBJ1-1	0.0013659460064259202
TRBV7-4	TRBJ1-2	0.0012857864651870587
TRBV7-4	TRBJ1-3	3.8437516592806773E-4
TRBV7-4	TRBJ1-4	5.024410024428436E-4
TRBV5-6	TRBJ2-7	0.0016670263304759193
TRBV7-4	TRBJ1-5	0.0012564211584167838
TRBV7-4	TRBJ1-6	4.052035082155565E-4
TRBV5-6	TRBJ2-6	1.4412071381792634E-4
TRBV12-5	TRBJ1-6	3.437923924520035E-4
TRBV12-5	TRBJ1-4	4.269035544535903E-4
TRBV12-5	TRBJ1-5	0.0010344203446386445
TRBV12-5	TRBJ1-2	0.0010137821374309637
TRBV12-5	TRBJ1-3	3.217155970743503E-4
TRBV12-5	TRBJ1-1	0.0011029066985836064
TRBV4-1	TRBJ1-5	9.93171092377541E-4
TRBV4-1	TRBJ1-6	3.5056281090229335E-4
TRBV4-1	TRBJ1-1	0.0010736661365217757
TRBV4-1	TRBJ1-2	0.0010239830353634953
TRBV4-1	TRBJ1-3	3.2161902052587683E-4
TRBV4-1	TRBJ1-4	4.8609592461653137E-4
TRBV12-4	TRBJ1-2	0.0014312201841284189
TRBV12-4	TRBJ1-1	0.0015530228288651263
TRBV12-4	TRBJ1-4	6.286826473893442E-4
TRBV12-4	TRBJ1-3	4.55666766804476E-4
TRBV12-4	TRBJ1-6	4.865994304760222E-4
TRBV12-4	TRBJ1-5	0.0014690887541900885
TRBV3-1	TRBJ1-6	5.145880184276912E-4
TRBV6-5	TRBJ1-1	0.002149378488664333
TRBV6-5	TRBJ1-2	0.00202826546084407
TRBV6-5	TRBJ1-3	6.499309970621217E-4
TRBV6-5	TRBJ1-4	8.940445709221668E-4
TRBV6-5	TRBJ1-5	0.002068184270549378
TRBV26	TRBJ1-5	4.91433790931128E-7
TRBV6-5	TRBJ1-6	7.027719501543497E-4
TRBV26	TRBJ1-6	1.3581077129109988E-7
TRBV3-1	TRBJ1-1	0.0016896771359468019
TRBV3-1	TRBJ1-2	0.0015154369464088862
TRBV3-1	TRBJ1-3	5.100282975323067E-4
TRBV3-1	TRBJ1-4	6.893151147308276E-4
TRBV3-1	TRBJ1-5	0.0016095221217336505
TRBV19	TRBJ2-2	0.0018921896070475288
TRBV19	TRBJ2-3	0.0024632100189638105
TRBV19	TRBJ2-1	0.0036367187015073806
TRBV19	TRBJ2-6	5.487494574359687E-4
TRBV19	TRBJ2-7	0.00649598461873601
TRBV19	TRBJ2-4	6.212688882854196E-4
TRBV19	TRBJ2-5	0.002439304808202294
TRBV6-5	TRBJ2-6	3.670658316255888E-4
TRBV6-5	TRBJ2-7	0.004224623829481342
TRBV6-5	TRBJ2-1	0.002689711869970726
TRBV6-5	TRBJ2-2	0.001329463209234279
TRBV6-5	TRBJ2-3	0.0018751604453361907
TRBV6-5	TRBJ2-4	4.8705062403842276E-4
TRBV4-2	TRBJ2-2	7.427038379339305E-4
TRBV6-5	TRBJ2-5	0.0017655658475975997
TRBV4-2	TRBJ2-1	0.0014985582663854951
TRBV4-2	TRBJ2-4	2.3791481815631826E-4
TRBV4-2	TRBJ2-3	0.00109139849622668
TRBV4-2	TRBJ2-6	1.6767046922742127E-4
TRBV4-2	TRBJ2-5	9.716351089045803E-4
TRBV4-2	TRBJ2-7	0.002086752956337243
TRBV21-1	TRBJ1-6	0.0017115517241760882
TRBV10-1	TRBJ2-4	5.235716494471688E-4
TRBV10-1	TRBJ2-3	0.002116693363040279
TRBV10-1	TRBJ2-2	0.0014286045692739255
TRBV10-1	TRBJ2-1	0.003008393186146245
TRBV21-1	TRBJ1-1	0.006060731216862303
TRBV21-1	TRBJ1-3	0.0016606946143504246
TRBV21-1	TRBJ1-2	0.005493038168842651
TRBV21-1	TRBJ1-5	0.00582226510757512
TRBV21-1	TRBJ1-4	0.002279502812661191
TRBV12-1	TRBJ2-7	7.993429655965968E-4
TRBV12-1	TRBJ2-3	3.68377160072833E-4
TRBV12-1	TRBJ2-4	7.70062163306235E-5
TRBV12-1	TRBJ2-5	3.3511106614936303E-4
TRBV12-1	TRBJ2-6	5.672866217114909E-5
TRBV2	TRBJ2-6	2.8284102129941507E-4
TRBV2	TRBJ2-7	0.0033665473161608507
TRBV2	TRBJ2-2	0.0012121347749073266
TRBV2	TRBJ2-3	0.0016892365054443886
TRBV2	TRBJ2-4	4.0493138367011703E-4
TRBV2	TRBJ2-5	0.0015644417482149977
TRBV2	TRBJ2-1	0.0023386768232198647
TRBV5-7	TRBJ2-2P	1.50900856990111E-8
TRBV8-2	TRBJ2-3	8.148646277465993E-7
TRBV8-2	TRBJ2-4	9.054051419406659E-7
TRBV8-2	TRBJ2-5	3.6216205677626636E-7
TRBV8-2	TRBJ2-6	3.033107225501231E-6
TRBV8-2	TRBJ2-1	1.5995490840951765E-6
TRBV8-2	TRBJ2-2	5.130629137663774E-7
TRBV8-2	TRBJ2-7	1.1317564274258324E-6
TRBV11-3	TRBJ2-2	7.521628066529291E-4
TRBV11-3	TRBJ2-3	0.0010796086122700438
TRBV11-3	TRBJ2-4	2.7925083841019287E-4
TRBV11-3	TRBJ2-5	0.0010266690706179186
TRBV3-1	TRBJ2-2P	2.012011426534813E-8
TRBV11-3	TRBJ2-6	2.2569687876868496E-4
TRBV11-3	TRBJ2-7	0.0027887801269285196
TRBV23-1	TRBJ1-2	0.0023522767629561006
TRBV15	TRBJ1-1	0.0010844942790165296
TRBV23-1	TRBJ1-3	7.333429547719751E-4
TRBV15	TRBJ1-2	0.0010286307817587905
TRBV15	TRBJ1-3	3.1655981779385483E-4
TRBV23-1	TRBJ1-1	0.0025573465005799515
TRBV15	TRBJ1-4	4.7434175386271485E-4
TRBV23-1	TRBJ1-6	7.801106513732068E-4
TRBV7-3	TRBJ1-3	6.659883572544397E-4
TRBV15	TRBJ1-5	0.0010498474422516002
TRBV7-3	TRBJ1-2	0.002021044351834234
TRBV15	TRBJ1-6	3.382593610290328E-4
TRBV30	TRBJ2-7	0.0036814100023164287
TRBV23-1	TRBJ1-4	9.940619104366391E-4
TRBV7-3	TRBJ1-1	0.0021673286486061628
TRBV23-1	TRBJ1-5	0.0025392549968354067
TRBV5-7	TRBJ2-5	6.007000116381449E-4
TRBV9	TRBJ2-2	0.001896847916502813
TRBV30	TRBJ2-4	4.226657553864514E-4
TRBV9	TRBJ2-1	0.0039609236597192175
TRBV7-3	TRBJ1-6	6.904629672496663E-4
TRBV5-7	TRBJ2-6	1.2508356470291055E-4
TRBV30	TRBJ2-3	0.0018116855088518744
TRBV7-3	TRBJ1-5	0.00214738257332921
TRBV5-7	TRBJ2-7	0.0014909677856112735
TRBV30	TRBJ2-6	3.209535477465502E-4
TRBV7-3	TRBJ1-4	8.486372455467E-4
TRBV30	TRBJ2-5	0.0016043965226245557
TRBV5-7	TRBJ2-1	8.579159715754031E-4
TRBV18	TRBJ2-6	2.3940571862338095E-4
TRBV5-7	TRBJ2-2	4.2836377174639836E-4
TRBV18	TRBJ2-5	0.0011055213074323879
TRBV5-7	TRBJ2-3	5.980085271861082E-4
TRBV30	TRBJ2-2	0.0013760271896785746
TRBV18	TRBJ2-7	0.0032146389444489072
TRBV5-7	TRBJ2-4	1.6475104064751992E-4
TRBV30	TRBJ2-1	0.002642553172482275
TRBV18	TRBJ2-2	6.264880459258509E-4
TRBV18	TRBJ2-1	0.0015556922650252832
TRBV18	TRBJ2-4	2.754242441783507E-4
TRBV18	TRBJ2-3	9.908084879599317E-4
TRBV6-6	TRBJ2-2P	5.030028566337032E-9
TRBV9	TRBJ2-6	4.606485070965758E-4
TRBV9	TRBJ2-5	0.002717997061940192
TRBV9	TRBJ2-4	6.62368748698103E-4
TRBV9	TRBJ2-3	0.0029542670607553183
TRBV9	TRBJ2-7	0.006094701514785062
TRBV7-6	TRBJ1-2	0.0013975179867282497
TRBV7-6	TRBJ1-1	0.00147860104121189
TRBV7-6	TRBJ1-4	6.027981203869735E-4
TRBV7-6	TRBJ1-3	4.247748463643164E-4
TRBV7-6	TRBJ1-6	4.4466357931561337E-4
TRBV7-6	TRBJ1-5	0.0014164474932319455
TRBV10-1	TRBJ2-7	0.005059610164335666
TRBV10-1	TRBJ2-6	3.7560179010266237E-4
TRBV10-1	TRBJ2-5	0.0020099053535740877
TRBV5-8	TRBJ2-2P	1.50900856990111E-8
TRBV11-3	TRBJ2-1	0.0016493848466204311
TRBV5-4	TRBJ2-6	1.292913512662702E-4
TRBV5-4	TRBJ2-7	0.0017984655877738218
TRBV5-4	TRBJ2-4	1.886024301033766E-4
TRBV5-4	TRBJ2-5	7.355086335712132E-4
TRBV5-4	TRBJ2-2	5.083945442539609E-4
TRBV5-4	TRBJ2-3	7.935825768824288E-4
TRBV5-4	TRBJ2-1	0.001054556303493975
TRBV4-3	TRBJ1-2	0.0010678076622505632
TRBV4-3	TRBJ1-1	0.0011195525721181855
TRBV11-2	TRBJ1-4	5.351960454639759E-4
TRBV11-2	TRBJ1-5	0.0014118364660451782
TRBV11-2	TRBJ1-6	4.34597989151518E-4
TRBV4-3	TRBJ1-4	5.010139833385737E-4
TRBV4-3	TRBJ1-3	3.4063504352091386E-4
TRBV4-3	TRBJ1-6	3.7335890036493285E-4
TRBV17	TRBJ1-2	7.072220164269869E-6
TRBV4-3	TRBJ1-5	0.0010496849723289068
TRBV17	TRBJ1-1	7.546048855218817E-6
TRBV10-2	TRBJ1-4	1.737361806755678E-4
TRBV10-2	TRBJ1-3	1.2669233550604406E-4
TRBV10-2	TRBJ1-2	3.9381451753565553E-4
TRBV10-2	TRBJ1-1	4.3267199121346594E-4
TRBV28	TRBJ2-2P	3.01801713980222E-8
TRBV7-1	TRBJ1-1	6.895163158734803E-6
TRBV17	TRBJ1-4	2.0572816836318463E-6
TRBV17	TRBJ1-3	2.2735729119843385E-6
TRBV17	TRBJ1-6	1.2021768273545509E-6
TRBV17	TRBJ1-5	6.528977079105469E-6
TRBV12-2	TRBJ1-3	2.3443454139127008E-4
TRBV12-2	TRBJ1-4	3.210767834464255E-4
TRBV12-2	TRBJ1-5	7.852010402823398E-4
TRBV12-2	TRBJ1-6	2.455544255428713E-4
TRBV7-1	TRBJ1-5	9.089261619371009E-6
TRBV7-1	TRBJ1-4	3.509953933589982E-6
TRBV7-1	TRBJ1-3	2.917919571332113E-6
TRBV7-1	TRBJ1-2	6.4786767934420965E-6
TRBV7-1	TRBJ1-6	3.8077316247171336E-6
TRBV12-2	TRBJ1-1	8.20423815318115E-4
TRBV12-2	TRBJ1-2	7.683323364822721E-4
TRBV25-1	TRBJ1-1	0.0015662724271117167
TRBV28	TRBJ1-6	7.097948760386684E-4
TRBV28	TRBJ1-5	0.0025035156378658695
TRBV28	TRBJ1-4	0.0010900041723080945
TRBV28	TRBJ1-3	7.822765816738715E-4
TRBV6-3	TRBJ1-6	4.528665499015959E-4
TRBV6-3	TRBJ1-5	0.0013360535526618926
TRBV6-3	TRBJ1-4	5.729801110457281E-4
TRBV6-3	TRBJ1-3	4.239982099536744E-4
TRBV6-3	TRBJ1-2	0.0012483031953135731
TRBV6-3	TRBJ1-1	0.0013388743926818947
TRBV10-2	TRBJ1-6	1.4172558188225556E-4
TRBV10-2	TRBJ1-5	4.2260941906650866E-4
TRBV25-1	TRBJ1-6	4.372925754545029E-4
TRBV25-1	TRBJ1-2	0.001409187149999294
TRBV25-1	TRBJ1-3	4.2931293813686577E-4
TRBV25-1	TRBJ1-4	6.240087448455033E-4
TRBV25-1	TRBJ1-5	0.0013543593356233642
TRBV20-1	TRBJ2-2P	1.50900856990111E-8
TRBV6-7	TRBJ2-1	7.820291042684078E-4
TRBV6-7	TRBJ2-2	3.7815302059150864E-4
TRBV6-7	TRBJ2-3	5.313480736107261E-4
TRBV6-7	TRBJ2-4	1.3374091453605206E-4
TRBV6-7	TRBJ2-5	5.004450871077215E-4
TRBV6-7	TRBJ2-6	1.0519801743637262E-4
TRBV6-7	TRBJ2-7	0.001211359144502397
TRBV23-1	TRBJ2-2P	3.01801713980222E-8
TRBV5-8	TRBJ1-1	0.0010075142188344472
TRBV5-8	TRBJ1-2	9.226541159003512E-4
TRBV5-8	TRBJ1-3	3.1635459262834915E-4
TRBV5-8	TRBJ1-4	4.0846246372368733E-4
TRBV5-8	TRBJ1-5	0.0010074780026287716
TRBV5-8	TRBJ1-6	3.3779508939236184E-4
TRBV28	TRBJ1-2	0.0024903389750334922
TRBV28	TRBJ1-1	0.0026400436912305284
TRBV7-2	TRBJ2-7	0.003059859600098904
TRBV7-2	TRBJ2-6	2.2050236826822955E-4
TRBV7-2	TRBJ2-5	0.0012776000098615357
TRBV7-2	TRBJ2-4	3.2364737954525263E-4
TRBV7-2	TRBJ2-3	0.0014459642038620619
TRBV7-2	TRBJ2-2	8.619245690075361E-4
TRBV7-2	TRBJ2-1	0.001830900385642893
TRBV12-1	TRBJ2-1	5.670637914460023E-4
TRBV7-7	TRBJ2-2	4.742160031485566E-4
TRBV7-7	TRBJ2-1	0.0010143792856555968
TRBV12-1	TRBJ2-2	2.5545905479284597E-4
TRBV6-2	TRBJ2-3	0.0010842774847853206
TRBV6-2	TRBJ2-4	2.683502635040825E-4
TRBV7-7	TRBJ2-7	0.0016214843680024968
TRBV6-2	TRBJ2-1	0.0015344358673067971
TRBV6-2	TRBJ2-2	7.26969908578426E-4
TRBV6-2	TRBJ2-7	0.002462053112393552
TRBV7-7	TRBJ2-4	1.756450765164927E-4
TRBV7-7	TRBJ2-3	7.094447860504512E-4
TRBV6-2	TRBJ2-5	0.001073325855089261
TRBV7-7	TRBJ2-6	1.324678143059122E-4
TRBV6-2	TRBJ2-6	1.760323887161006E-4
TRBV7-7	TRBJ2-5	6.767768463573282E-4
TRBV5-3	TRBJ1-1	0.0010876536399590424
TRBV6-8	TRBJ1-1	0.0011850442985561777
TRBV11-2	TRBJ1-1	0.001446418918444457
TRBV6-8	TRBJ1-3	3.670462145141797E-4
TRBV11-2	TRBJ1-2	0.0012798434864359296
TRBV6-8	TRBJ1-2	0.0011336452031524909
TRBV11-2	TRBJ1-3	3.910308997270461E-4
TRBV5-3	TRBJ1-4	4.331307298187163E-4
TRBV5-3	TRBJ1-5	0.0010558442423083821
TRBV5-3	TRBJ1-2	0.0010722034042146824
TRBV5-3	TRBJ1-3	3.1567805378617675E-4
TRBV6-8	TRBJ1-5	0.0011435080831653642
TRBV6-8	TRBJ1-4	4.91901835089226E-4
TRBV5-3	TRBJ1-6	3.283823969361742E-4
TRBV6-8	TRBJ1-6	3.865994445601013E-4
